pharmacy	 n. 药房；配药学，药剂学；制药业；一批备用药品
mischievous	 adj. 淘气的；（人、行为等）恶作剧的；有害的
provoke	 v. 驱使；激怒；煽动；惹起
radioactive	 adj. [核] 放射性的；有辐射的
redemption	 n. 赎回；拯救；偿还；实践
repartee	 n. 机敏的应答；妙语；巧辩
optic	 adj. 光学的；视觉的；眼睛的 n. 眼睛；镜片
sacrilege	 n. 冒渎；亵渎圣物；悖理逆天的行为
emblem	 n. 象征；徽章；符号 vt. 象征；用符号表示；用纹章装饰
rotate	 v. 旋转；循环 adj. [植] 辐状的
sedulous	 adj. 聚精会神的；勤勉的；勤苦工作的
inception	 n. 起初；获得学位
subsistence	 n. 生活；生存；存在
refraction	 n. 折射；折光
sensuous	 adj. 感觉上的，依感观的；诉诸美感的
lactose	 n. [有化] 乳糖
tactician	 n. 战术家；谋士
bawdy	 adj. 猥亵的；下流的；卖淫的
operation	 n. 操作；经营；[外科] 手术；[数][计] 运算
deportment	 n. 举止；行为；态度
venous	 adj. 静脉的；有脉纹的
arbiter	 n. [法] 仲裁者；裁决人
fecund	 adj. 肥沃的；多产的；丰饶的；生殖力旺盛的
occurrence	 n. 发生；出现；事件；发现
tumultuous	 adj. 吵闹的；骚乱的；狂暴的
meander	 n. 漫步；曲流（常用复数） v. 漫步；蜿蜒缓慢流动
synthesis	 n. 综合，[化学] 合成；综合体
abduction	 n. 诱拐，绑架；诱导
effusive	 adj. 流出的；感情横溢的
aggrandize	 v. 增加；夸大；强化
shiftless	 adj. 偷懒的；无计谋的；无能的
flexible	 adj. 灵活的；柔韧的；易弯曲的
vitality	 n. 活力，生气；生命力，生动性
detest	 v. 厌恶；憎恨
discount	 n. 折扣；贴现率 v. 贴现；打折扣出售商品
destination	 n. 目的地，终点
gas	 n. 气体；[矿业] 瓦斯；汽油；毒气 v. 加油；毒（死）
tenable	 adj. （主张等）站得住脚的；可维持的
haughty	 adj. 傲慢的；自大的
annals	 n. 年报；编年史；年鉴
beseech	 v. 恳求，哀求；乞求，急切地要求得到
theorist	 n. 理论家
thwart	 v. 挫败；反对；阻碍；横过 adj. 横放的；固执的 n. 划手座；独木舟的横梁 adv. 横过 prep. 横过
tractable	 adj. 易于管教的；易驾驭的；易处理的；驯良的
pension	 n. 退休金，抚恤金；津贴；膳宿费 v. 发给养老金或抚恤金
abandon	 n. 放任；狂热 v. 遗弃；放弃
allay	 v. 减轻；使缓和；使平静
filch	 v. 窃取；偷窃
novel	 adj. 新奇的；异常的 n. 小说
gap	 n. 间隙；缺口；差距；分歧 v. 裂开
abundance	 n. 充裕，丰富
creation	 n. 创造，创作；创作物，产物
humanity	 n. 人类；人道；仁慈；人文学科
recline	 v. 靠；依赖；斜倚
moment	 n. 片刻，瞬间，时刻；重要，契机
pertinent	 adj. 相关的，相干的；中肯的；切题的
trenchant	 adj. 尖刻的；锐利的；苛刻的；锋利的（名词trenchancy，副词trenchantly） n. (Trenchant)人名；(法)特朗尚
manifest	 v. 证明，表明；显示 n. 载货单，货单；旅客名单 adj. 显然的，明显的；明白的
cadaver	 n. [医] 尸体；死尸
stagnate	 v. 停滞；淤塞；变萧条
arid	 adj. 干旱的；不毛的，[农] 荒芜的
proficiency	 n. 精通，熟练
collusion	 n. 勾结；共谋
recover	 v. 恢复；弥补；重新获得 n. 还原至预备姿势
variant	 adj. 不同的；多样的 n. 变体；转化
trove	 n. 被发现的东西；收藏的东西
oak	 n. 橡树；橡木色；橡木家具 adj. 栎树的；栎木制的
prepossess	 v. 使先具有；预先灌输情感（或思想等）；使…先怀偏见；先有好感
radical	 adj. 激进的；根本的；彻底的 n. 基础；激进分子；[物化] 原子团；[数] 根数
similar	 adj. 相似的 n. 类似物
relent	 v. 变温和，变宽厚；减弱；缓和
neutralization	 n. [化学] 中和；[化学] 中和作用；中立状态
consecutive	 adj. 连贯的；连续不断的
rotary	 adj. 旋转的，转动的；轮流的 n. 旋转式机器；[动力] 转缸式发动机
obsequies	 n. 葬礼
lingual	 adj. 语言的；舌的，舌音的 n. 舌音，舌音字
fallow	 adj. 休耕的；不活跃的 n. 休耕地；休耕 vt. 使（土地）休闲；潜伏
bigamy	 n. 重婚罪，重婚
differ	 v. 使…相异；使…不同 n. (Differ)人名；(法)迪费
persistent	 adj. 固执的，坚持的；持久稳固的
benignity	 n. 仁慈；善举
astounding	 adj. 令人震惊的；令人惊骇的
fabricate	 v. 制造；伪造；装配
backstage	 adv. 在后台；向后台
salutation	 n. 称呼；问候；招呼；寒喧
resemblance	 n. 相似；相似之处；相似物；肖像
negligence	 n. 疏忽；忽视；粗心大意
enlighten	 v. 启发，启蒙；教导，开导；照耀
rebellious	 adj. 反抗的；造反的；难控制的
integrity	 n. 完整；正直；诚实；廉正
fragile	 adj. 脆的；易碎的
chromosome	 n. [遗][细胞][染料] 染色体（形容词chromosomal，副词chromosomally）
adulterate	 adj. 通奸的；搀杂的 v. 掺假
subtle	 adj. 微妙的；精细的；敏感的；狡猾的；稀薄的
buffer	 n. [计] 缓冲区；缓冲器，[车辆] 减震器 v. 缓冲
partition	 n. 划分，分开；[数] 分割；隔墙；隔离物 v. [数] 分割；分隔；区分
mediocrity	 n. 平庸之才；平常
nondescript	 adj. 平凡的，没有特色的；难以区别的；莫可名状的 n. 不属任何类型的人；难以形容的人或物
licentious	 adj. 放肆的；放纵的
archaeologist	 n. 考古学家
birthright	 n. 与生俱来的权利；长子继承权
biology	 n. （一个地区全部的）生物；生物学
champion	 n. 冠军；拥护者；战士 v. 支持；拥护 adj. 优胜的；第一流的
objective	 adj. 客观的；目标的；宾格的 n. 目的；目标；[光] 物镜；宾格
coerce	 v. 强制，迫使
humility	 n. 谦卑，谦逊
ammonia	 n. [无化] 氨，阿摩尼亚
exhaustive	 adj. 详尽的；彻底的；消耗的
misgiving	 n. 担忧；疑虑；不安 v. 担忧；使…疑虑；害怕（misgive的ing形式）
intransigent	 adj. 不妥协的；不让步的 n. 不妥协的人
banal	 adj. 陈腐的；平庸的；老一套的 n. (Banal)人名；(法、意)巴纳尔
comparison	 n. 比较；对照；比喻；比较关系
federate	 adj. 同盟的；联邦制度下的；联合的 v. 使结成同盟；使结成联邦
statement	 n. 声明；陈述，叙述；报表，清单
unassuming	 adj. 谦逊的；不装腔作势的；不出风头的
denominate	 v. 为…命名；把…称作… adj. 有特定名称的
extemporaneous	 adj. 即席的，临时的；无准备的；不用讲稿的；善于即席讲话的
pique	 v. 刺激；伤害…自尊心；激怒 n. 生气；愠怒；呕气
agglomerate	 adj. 凝聚的；成团的，结块的 n. 团块；[岩] 集块岩；附聚物 v. 使结块；使成团
aural	 adj. 听觉的；耳的；气味的；先兆的 n. (Aural)人名；(西)奥拉尔
omniscient	 adj. 全知的；无所不知的 n. 上帝；无所不知者
captivate	 v. 迷住，迷惑
seclude	 v. 使隔离，使隔绝
plummet	 n. [测] 铅锤，坠子 v. 垂直落下；（价格、水平等）骤然下跌
accomplish	 v. 完成；实现；达到
earnest	 adj. 认真的，热心的；重要的 n. 认真；定金；诚挚
projection	 n. 投射；规划；突出；发射；推测
circumscribe	 v. 外切，外接；限制；在…周围画线
vitalize	 v. 赋予…生命；激发；使有生气
disengage	 v. 使脱离；解开；解除
symphony	 n. 交响乐；谐声，和声
primp	 v. 精心打扮；装饰
network	 n. 网络；广播网；网状物
naval	 adj. 海军的；军舰的 n. (Naval)人名；(西、德、印)纳瓦尔
ordinate	 n. [数] 纵坐标
rudimentary	 adj. 基本的；初步的；退化的；残遗的；未发展的
accessible	 adj. 易接近的；可进入的；可理解的
powerless	 adj. 无力的；[劳经] 无能力的，无权的
vegetate	 v. 过单调呆板的生活
undercharge	 v. 充电不足；索价低于常价；弹药装填不足 n. 充电不足；低的索价；填不够量的火药
preoccupy	 v. 迷住；使全神贯注
avert	 v. 避免，防止；转移
denigrate	 v. 诋毁；使变黑；玷污
perfunctory	 adj. 敷衍的；马虎的；得过且过的
sophistical	 adj. 诡辩的；强词夺理的；诡辩法的
posterior	 adj. 其次的；较后的 n. 后部；臀部
fervor	 n. 热情；热烈；热心；炽热
tundra	 n. [生态] 苔原；[地理] 冻原；冻土地带
solvent	 adj. 有偿付能力的；有溶解力的 n. 溶剂；解决方法
epitome	 n. 缩影；摘要；象征
blemish	 n. 瑕疵；污点；缺点 v. 玷污；损害；弄脏
retrospect	 n. 回顾，追溯 v. 回顾，追溯；回想
contort	 v. 扭曲；曲解
phenomenon	 n. 现象；奇迹；杰出的人才
rife	 adj. 普遍的；流行的；盛传的 n. (Rife)人名；(西)里费；(英)赖夫
classify	 v. 分类；分等
microorganism	 n. [微] 微生物；微小动植物
anticipate	 v. 预期，期望；占先，抢先；提前使用
languid	 adj. 倦怠的；呆滞的；软弱无力的
wanton	 adj. 嬉戏的；繁茂的；荒唐的；无节制的；放纵的 n. 荡妇；水性杨花的女人 v. 放肆；嬉戏；闲荡
connotation	 n. 内涵；含蓄；暗示，隐含意义；储蓄的东西（词、语等）
resistance	 n. 阻力；电阻；抵抗；反抗；抵抗力
adherent	 n. 信徒；追随者 adj. 附着的；粘着的
bereft	 adj. 丧失的；被剥夺的；失去亲人的 v. 失去…的（bereave的过去式）
flair	 n. 天资；天分；资质；鉴别力
cynical	 adj. 愤世嫉俗的；冷嘲的
instinct	 n. 本能，直觉；天性 adj. 充满着的
tolerable	 adj. 可以的；可容忍的
presumptuous	 adj. 专横的；放肆的；冒昧的
undermine	 v. 破坏，渐渐破坏；挖掘地基
pentagon	 n. 五角形
voluptuous	 adj. 撩人的；骄奢淫逸的；沉溺酒色的
palliate	 v. 减轻；掩饰；辩解
abut	 v. 邻接；毗邻；紧靠 n. (Abut)人名；(英、土)阿布特
intercede	 v. 调解，调停；求情，说项
academician	 n. 院士；大学生；学会会员；大学教师
theorize	 v. 建立理论或学说；推理
glacial	 adj. 冰的；冰冷的；冰河时代的
dielectric	 adj. 非传导性的；诱电性的 n. 电介质；绝缘体
face	 n. 脸；表面；面子；面容；外观；威信 v. 向；朝
dilettante	 n. 业余爱好者；一知半解者 adj. 浅薄的；业余艺术爱好的 vi. （在艺术、科学等方面）浅尝辄止
progression	 n. 前进；连续
outlandish	 adj. 古怪的；奇异的；异国风格的；偏僻的
scanty	 adj. 缺乏的；吝啬的；仅有的；稀疏的
monogamy	 n. 一夫一妻制；[动] 单配偶，[动] 单配性
ramble	 n. 漫步；漫游；随笔 v. 漫步于…
prohibit	 v. 阻止，禁止
desiccate	 v. 变干
defer	 v. 推迟；延期；服从 n. (Defer)人名；(法)德费
lapse	 n. (一时的) 走神，判断错误
motor	 n. 发动机，马达；汽车 adj. 汽车的；机动的 v. 乘汽车
possess	 v. 控制；使掌握；持有；迷住；拥有，具备
itinerary	 n. 旅程，路线； 旅行日程 adj. 旅程的； 巡回的，流动的
underlie	 v. 成为……的基础；位于……之下
equivocal	 adj. 模棱两可的；可疑的
belle	 n. 美女
ovum	 n. [细胞][组织] 卵；卵子；卵形装饰
projectile	 adj. 抛射的；抛掷的；供抛射用的；（触角等）能伸出的 n. 射弹；抛射体；自动推进武器
guzzle	 v. 狂饮；暴食 n. 狂饮；豪饮作乐
resent	 v. 怨恨；愤恨；厌恶
hail	 n. 冰雹；致敬；招呼；一阵 v. 致敬；招呼；向欢呼；猛发；使像下雹样落下（过去式hailed，过去分词hailed，现在分词hailing，第三人称单数hails） int. 万岁；欢迎
encore	 n. 再演唱的要求；经要求而再唱 v. 要求再演或唱 int. 再来一个
inaccessible	 adj. 难达到的；难接近的；难见到的
itinerate	 v. 巡回；巡回传教
plausible	 adj. 貌似可信的，花言巧语的；貌似真实的，貌似有理的
phosphate	 n. 磷酸盐；皮膜化成
cull	 v. 精选；采集（鲜花等）；剔除 n. 剔出来杀掉的动物；拣出的等外品
tumor	 n. 肿瘤；肿块；赘生物
factor	 n. 因素；要素；[物] 因数；代理人 v. 做代理商
telescope	 v. 压缩；使套叠 n. 望远镜；缩叠式旅行袋
paroxysm	 n. （疾病周期性）发作；突发
invalidate	 v. 使无效；使无价值
affinity	 n. 密切关系；吸引力；姻亲关系；类同
angle	 v. 钓鱼；谋取 n. 角度，角，方面
vulgar	 adj. 粗俗的；通俗的；本土的 n. 平民，百姓
requite	 v. 报答，回报；酬谢
lung	 n. 肺；呼吸器
intervene	 v. 干涉；调停；插入
preference	 n. 偏爱，倾向；优先权
saturation	 n. 饱和；色饱和度；浸透；磁化饱和
producer	 n. 制作人，制片人；生产者；发生器
reclaim	 v. 开拓；回收再利用；改造某人，使某人悔改 n. 改造，感化；再生胶
irony	 n. 讽刺；反语；具有讽刺意味的事 adj. 铁的；似铁的
unctuous	 adj. 油质的；虚情假意的；油腔滑调的
competitor	 n. 竞争者，对手
nomad	 n. 游牧民；流浪者 adj. 游牧的；流浪的
alkaloid	 n. [有化] 生物碱；植物碱基
facet	 n. 面；方面；小平面 vt. 在…上琢面
travesty	 n. 歪曲；滑稽作品；拙劣的模仿作品 v. 歪曲；滑稽地模仿
resurrection	 n. 复活；恢复；复兴
seize	 v. 抓住；夺取；理解；逮捕
surrender	 v. 使投降；放弃；交出；听任 n. 投降；放弃；交出；屈服
oblivion	 n. 遗忘；湮没；赦免
penitent	 adj. 忏悔的，悔过的 n. 悔罪者，忏悔者
marsh	 n. 沼泽；湿地 adj. 沼泽的；生长在沼泽地的
candidate	 n. 候选人，候补者；应试者
protrude	 v. 使突出，使伸出
alley	 n. 小巷；小路；小径
mendicant	 adj. 行乞的；托钵修道会的 n. 乞丐；托钵僧
transistor	 n. 晶体管（收音机）
validity	 n. [计] 有效性；正确；正确性
provident	 adj. 节俭的；有先见之明的；顾及未来的
interpolate	 v. 篡改；插入新语句
fermentation	 n. 发酵
arboretum	 n. 植物园；（供科研等的）树木园
pamphlet	 n. 小册子
excursion	 n. 偏移；远足；短程旅行；离题；游览，游览团
demonstrate	 v. 证明；展示；论证
inherent	 adj. 固有的；内在的；与生俱来的，遗传的
contour	 n. 轮廓；等高线；周线；电路；概要 v. 画轮廓；画等高线
prologue	 n. 开场白；序言 vt. 加上…前言；为…作序
transient	 adj. 短暂的；路过的 n. 瞬变现象；过往旅客；候鸟
billion	 n. 十亿；大量 num. 十亿 adj. 十亿的
enlist	 v. 支持；从军；应募；赞助
precocious	 adj. 早熟的；过早发育的
licit	 adj. 正当的，合法的
extrovert	 n. 外向；外倾者；性格外向者（等于extravert）
linguist	 n. 语言学家
glacier	 n. 冰河，冰川
emigrate	 v. 移居；移居外国
explosion	 n. 爆炸；爆发；激增
vicious	 adj. 恶毒的；恶意的；堕落的；有错误的；品性不端的；剧烈的 n. (Vicious)人名；(英)维舍斯
passive	 adj. 被动的，消极的；被动语态的 n. 被动语态
obstreperous	 adj. 吵闹的，喧嚣的；难驾驭的
forfeit	 n. 罚金；没收物；丧失的东西 adj. 因受罚而丧失的；被没收的 v. （因犯罪、失职、违约等）丧失（权利、名誉、生命等）
embellish	 v. 修饰；装饰；润色
rancor	 n. 深仇；怨恨；敌意
blockade	 v. 封锁 n. 阻塞
gaucherie	 n. 笨拙；无礼
quorum	 n. 法定人数
onerous	 adj. 繁重的；麻烦的；负有义务的；负有法律责任的
extraneous	 adj. 外来的；没有关联的；来自体外的
tube	 n. 管；电子管；隧道；电视机 v. 使成管状；把…装管；用管输送
prosecutor	 n. 检察官；公诉人；[法] 起诉人；实行者
acoustics	 n. 声学；音响效果，音质
compulsion	 n. 强制；强迫；强制力
inclination	 n. 倾向，爱好；斜坡
exotic	 adj. 异国的；外来的；异国情调的
appreciable	 adj. 可感知的；可评估的；相当可观的
photography	 n. 摄影；摄影术
impulse	 n. 冲动；[电子] 脉冲；刺激；神经冲动；推动力 vt. 推动
facility	 n. 设施；设备；容易；灵巧
equidistant	 adj. 等距的；距离相等的
rail	 n. 铁轨；扶手；横杆；围栏 v. 抱怨；责骂
