pharmacy	 n. 药房；配药学，药剂学；制药业；一批备用药品
worksheet	 n. (学生的)活页练习题
diplomatic	 adj. 外交的；外交上的；老练的
period	 n. 周期，期间；时期；月经；课时；（语法学）句点，句号 adj. 某一时代的
cost	 v. 花费；使付出；使花许多钱 n. 费用，代价，成本；损失
accrual	 n. 自然增长；自然增长额 adj. 收益的
economic	 adj. 经济的，经济上的；经济学的
render	 v. 致使；提出；实施；着色；以…回报 n. 打底；交纳；粉刷
difference	 n. 差异；不同；争执
optimize	 v. 使最优化，使完善
battle	 n. 战役；斗争 v. 斗争；作战
benchmark	 n. 基准；标准检查程序 v. 用基准问题测试（计算机系统等）
sound	 v. 听（诊）；测量，测…深；使发声；试探；宣告 n. 声音，语音；噪音；海峡；吵闹；听力范围；[医] 探条 adj. 健全的，健康的；合理的；可靠的；有效彻底的 adv. 彻底地，充分地
protract	 v. 绘制；延长；伸展
belt	 n. 带；腰带；地带 v. 用带子系住；用皮带抽打
summarize	 v. 总结；概述
innovative	 adj. 革新的，创新的；新颖的；有创新精神的
profitability	 n. 盈利能力；收益性；利益率
tangible	 adj. 有形的；切实的；可触摸的 n. 有形资产
freehold	 n. 自由保有；[会计] 不动产所有权
expectation	 n. 期待；预期；指望
stability	 n. 稳定性；坚定，恒心
corn	 n. （美）玉米；（英）谷物；[皮肤] 鸡眼 v. 腌；使成颗粒
ballyhoo	 n. 大肆宣传；大吹大擂 v. 大肆宣传；大吹大擂
pacesetter	 n. 标兵；先导者，步调调整者
collector	 n. 收藏家；[电子] 集电极；收税员；征收者
federation	 n. 联合；联邦；联盟；联邦政府
petition	 n. 请愿；请愿书；祈求；[法] 诉状 v. 请愿；请求
skyrocket	 n. 流星烟火；冲天火箭 v. 飞涨，突然高升
attention	 n. 注意力；关心；立正！（口令）
pirate	 n. 海盗；盗版；侵犯专利权者 v. 掠夺；翻印；剽窃
profile	 n. 侧面；轮廓；外形；剖面；简况 v. 描…的轮廓；扼要描述
enclose	 v. 围绕；装入；放入封套
argue	 v. 争论，辩论；提出理由 n. (Argue)人名；(英、法)阿格
regular	 adj. 定期的；有规律的；合格的；整齐的；普通的 n. 常客；正式队员；中坚分子 adv. 定期地；经常地
camera	 n. 照相机；摄影机
approval	 n. 批准；认可；赞成
regret	 n. 遗憾；抱歉；悲叹 v. 后悔；惋惜；哀悼
coincidence	 n. 巧合；一致；同时发生
sacred	 adj. 神的；神圣的；宗教的；庄严的
budgetary	 adj. 预算的
reference	 n. 参考，参照；涉及，提及；参考书目；介绍信；证明书 v. 引用
interrupt	 v. 中断；打断；插嘴；妨碍 n. 中断
exploit	 v. 开发，开拓；剥削；开采 n. 勋绩；功绩
riverboat	 n. 江轮；内河船只
owing	 adj. 未付的；欠着的 v. 欠；把…归功于（owe的ing形式）
unit	 n. 单位，单元；装置；[军] 部队；部件
immediate	 adj. 立即的；直接的；最接近的
nationality	 n. 国籍，国家；民族；部落
subcontract	 n. 分包合同；[经] 转包合同 v. 转包；分包
regional	 adj. 地区的；局部的；整个地区的
registered	 adj. 注册的；记名的；登记过的；（家畜等）附有血统证明的
economical	 adj. 经济的；节约的；合算的
freight	 v. 运送；装货；使充满 n. 货运；运费；船货
actual	 adj. 真实的，实际的；现行的，目前的
increase	 n. 增加，增长；提高 v. 增加，增大；繁殖
celebration	 n. 庆典，庆祝会；庆祝；颂扬
somewhat	 n. 几分；某物 adv. 有点；多少；几分；稍微
latest	 adv. 最迟地；最后地 n. 最新的事物 adj. 最新的，最近的；最迟的，最后的
competition	 n. 竞争；比赛，竞赛
curve	 n. 曲线；弯曲；曲线球；曲线图表 v. 弯；使弯曲 adj. 弯曲的；曲线形的
assign	 v. 分配；指派；[计][数] 赋值
dispense	 v. 分配，分发；免除；执行
deficit	 n. 赤字；不足额
announcer	 n. [广播] 广播员；宣告者
brokerage	 n. 佣金；回扣；中间人业务
mechanism	 n. 机制；原理，途径；进程；机械装置；技巧
excessive	 adj. 过多的，极度的；过分的
house	 n. 住宅；家庭；机构；议会；某种用途的建筑物 v. 覆盖；给…房子住；把…储藏在房内
fracture	 n. 破裂，断裂；[外科] 骨折 v. 破裂；折断
corporation	 n. 公司；法人（团体）；社团；大腹便便；市政当局
avoid	 v. 避免；避开，躲避；消除
sustain	 v. 维持；支撑，承担；忍受；供养；证实
initiate	 v. 开始，创始；发起；使初步了解 n. 开始；新加入者，接受初步知识者 adj. 新加入的；接受初步知识的
income	 n. 收入，收益；所得
laptop	 n. 膝上型轻便电脑，笔记本电脑
loyalty	 n. 忠诚；忠心；忠实；忠于…感情
ingredient	 n. 原料；要素；组成部分 adj. 构成组成部分的
blame	 v. 责备；归咎于 n. 责备；责任；过失
setback	 n. 挫折；退步；逆流
platform	 n. 平台；月台，站台；坛；讲台
million	 n. 百万；无数 adj. 百万的；无数的 num. 百万
backer	 n. 支持者；赞助人；援助者
extra	 adv. 特别地，非常；另外 n. 临时演员；号外；额外的事物；上等产品 adj. 额外的，另外收费的；特大的
jealous	 adj. 妒忌的；猜疑的；唯恐失去的；戒备的
hobby	 n. 嗜好；业余爱好
cushion	 n. 垫子；起缓解作用之物；（猪等的）臀肉；银行储蓄 v. 给…安上垫子；把…安置在垫子上；缓和…的冲击
scrap	 n. 碎片；残余物；打架；少量 v. 废弃；使解体；拆毁 adj. 废弃的；零碎的
freelance	 n. 自由作家；自由记者 adj. 自由投稿的
curtail	 v. 缩减；剪短；剥夺…特权等
goal	 n. 目标；球门，得分数；终点 vi. 攻门，射门得分
curtain	 n. 幕；窗帘 v. 遮蔽；装上门帘
huge	 adj. 巨大的；庞大的；无限的 n. (Huge)人名；(英)休奇
freebie	 n. 免费的东西；免费赠品（尤指戏院赠券）
transact	 v. 交易；谈判
alcohol	 n. 酒精，乙醇
participant	 adj. 参与的；有关系的 n. 参与者；关系者
bail	 n. 保释，保释人；保释金；杓 v. 保释，帮助某人脱离困境；往外舀水
warranty	 n. 保证；担保；授权；（正当）理由
dislike	 v. 不喜欢，厌恶 n. 嫌恶，反感，不喜爱
inspect	 v. 检查；视察；检阅
lemon	 adj. 柠檬色的 n. 柠檬
port	 n. 港口，口岸；（计算机的）端口；左舷；舱门 v. 转向左舷
wildcat	 n. 野猫；莽撞的人 adj. 不可靠的；鲁莽的 v. 盲目开掘油井；从事非法商业活动
workaholic	 n. 专心工作的人；醉心于工作的人；为免遭辞退而工作过份卖力的人 adj. 醉心于工作的
secure	 adj. 安全的；无虑的；有把握的；稳当的 v. 保护；弄到；招致；缚住
franchiser	 n. 赋予经销商经营权的人
switch	 v. 转换；用鞭子等抽打 n. 开关；转换；鞭子
probation	 n. 试用；缓刑；查验
fairly	 adv. 相当地；公平地；简直 n. (Fairly)人名；(英)费尔利
modern	 adj. 现代的，近代的；时髦的 n. 现代人；有思想的人
mirror	 n. 镜子；真实的写照；榜样 v. 反射；反映
overdraw	 v. 透支；拉过度；夸张
fluctuate	 v. 波动；涨落；动摇
sell	 v. 销售；推销；出卖；欺骗 n. 销售；失望；推销术
transport	 n. 运输；运输机；狂喜；流放犯 v. 运输；流放；使狂喜
franchisee	 n. 特许经营人；有代销权的人或团体
delete	 v. 删除
capacity	 n. 能力；容量；资格，地位；生产力
flawed	 adj. 有缺陷的；有瑕疵的；有裂纹的
prospective	 adj. 未来的；预期的 n. 预期；展望
penetrate	 v. 渗透；穿透；洞察
post	 n. 岗位；邮件；标杆 v. 张贴；公布；邮递；布置
blank	 adj. 空白的；空虚的；单调的 n. 空白；空虚；空白表格 v. 使…无效；使…模糊；封锁
counterbalance	 n. 平衡力；自动抵销 v. 使平衡；抵消
let	 v. 允许，让；出租；假设；妨碍 n. 障碍；出租屋
return	 v. 返回；报答 n. 返回；归还；回球 adj. 报答的；回程的；返回的
bankrupt	 adj. 破产的 v. 使破产 n. [经] 破产者
contribute	 v. 贡献，出力；投稿；捐献
framework	 n. 框架，骨架；结构，构架
curry	 v. 用咖喱烧，给…加咖喱粉；梳刷；鞭打 n. 咖哩粉，咖喱；咖哩饭菜
degree	 n. 程度，等级；度；学位；阶层
beforehand	 adv. 事先；预先 adj. 提前的；预先准备好的
radio	 n. 收音机；无线电广播设备 v. 用无线电进行通信
bootleg	 adj. 违法的；偷运或非法制造并销售的 v. 私卖 n. 靴统；私货
badge	 n. 徽章；证章；标记 v. 授给…徽章
nucleus	 n. 核，核心；原子核
despite	 prep. 尽管，不管 n. 轻视；憎恨；侮辱
allowed	 adj. 允许，容许的 v. 允许；认可（allow的过去分词）
costing	 n. 成本计算；生产费用 v. 花费（cost的ing形式）
outlet	 n. 出口，排放孔；[电] 电源插座；销路；发泄的方法；批发商店
send	 v. 发送，寄；派遣；使进入；发射 n. 上升运动
unemployment	 n. 失业；失业率；失业人数
concentrate	 v. 集中；浓缩；全神贯注；聚集 n. 浓缩，精选；浓缩液
latent	 adj. 潜在的；潜伏的；隐藏的
overtrade	 vi. （企业）贸易过度；过额贸易
buy	 v. 购买；获得；贿赂 n. 购买，买卖；所购的物品
invoice	 n. 账单，发货单，收款请求 v. 开发票；记清单
enable	 v. 使能够，使成为可能；授予权利或方法
introduce	 v. 介绍；引进；提出；采用
radar	 n. [雷达] 雷达，无线电探测器
jurisdiction	 n. 司法权，审判权，管辖权；权限，权力
nominal	 adj. 名义上的；有名无实的；[会计] 票面上的 n. [语] 名词性词
drawer	 n. 抽屉；开票人；出票人；起草者；酒馆侍
vacancy	 n. 空缺；空位；空白；空虚
hurry	 n. 匆忙，急忙 v. 仓促（做某事）；催促；（朝某方向）迅速移动；迅速处理
rebound	 n. 回弹；篮板球 v. 回升；弹回
niche	 n. 壁龛；合适的职业；[亦称作 niche market]【商业】有利可图的市场(或形势等) vt. 放入壁龛
survey	 n. 调查；测量；审视；纵览 v. 调查；勘测；俯瞰
drawee	 n. （支票、汇票等的）付款人，[贸易] 受票人
accountancy	 n. 会计工作；会计学；会计师之职
connection	 n. 连接；关系；人脉；连接件
genius	 n. 天才，天赋；精神
appraiser	 n. 鉴定人，评价人；估价官
penetration	 n. 渗透；突破；侵入；洞察力
greeting	 n. 问候，招呼；祝贺 v. 致敬，欢迎（greet的现在分词）
status	 n. 地位；状态；情形；重要身份
carriage	 n. 运输；运费；四轮马车；举止；客车厢
gadget	 n. 小玩意；小器具；小配件；诡计
disapprove	 v. 不赞成；不同意
literature	 n. 文学；文献；文艺；著作
enterprise	 n. 企业；事业；进取心；事业心
sink	 v. 下沉；消沉；渗透 n. 水槽；洗涤槽；污水坑
tram	 n. 电车轨道；煤车 v. 用煤车运载
format	 n. 格式；版式；开本 v. 使格式化；规定…的格式
plunge	 n. 投入；跳进 v. 突然地下降；投入；陷入；跳进
stable	 n. 马厩；牛棚 adj. 稳定的；牢固的；坚定的 v. 被关在马厩
jump	 n. 跳跃；暴涨；惊跳 v. 跳跃；使跳跃；跳过；突升
junior	 adj. 年少的；后进的；下级的 n. 年少者，晚辈；地位较低者；大学三年级学生
booklet	 n. 小册子
telesales	 n. 电话销售（telesale的复数）
smack	 n. 滋味；少量；海洛因；风味 v. 掴；用掌击 adv. 猛然；直接地
suite	 n. （一套）家具；套房；组曲；（一批）随员，随从
match	 v. 使比赛；使相配；敌得过，比得上；相配；与…竞争 n. 比赛，竞赛；匹配；对手；火柴
output	 n. 输出，输出量；产量；出产 v. 输出
pitch	 v. 倾斜；投掷；搭帐篷；坠落 n. 沥青；音高；程度；树脂；倾斜；投掷；球场
proprietorship	 n. 所有权
exposure	 n. 暴露；曝光；揭露；陈列
bookkeeping	 n. 记帐，簿记
inspector	 n. 检查员；巡视员
statutory	 adj. 法定的；法令的；可依法惩处的
purpose	 n. 目的；用途；意志 v. 决心；企图；打算
complicated	 adj. 难懂的，复杂的
solution	 n. 解决方案；溶液；溶解；解答
gearing	 n. 传动装置 vt. 以齿轮连起；配搭活动（gear的ing形式）
complement	 n. 补语；余角；补足物 v. 补足，补助
jilt	 v. 抛弃（情人） n. 抛弃情人者（尤指女子）
affair	 n. 事情；事务；私事；（尤指关系不长久的）风流韵事
tariff	 n. 关税表；收费表 v. 定税率；征收关税
couple	 n. 对；夫妇；数个 v. 结合；成婚
participate	 v. 参与，参加；分享
jackpot	 n. 头奖；累积赌注；十分成功 adj. 头奖的；累积赌注的；大笔收入的
acceptance	 n. 接纳；赞同；容忍
HRD	 abbr. 高纤维素饮食（High Roughage Diet）；人力资源开发（human resource development）
exist	 v. 存在；生存；生活；继续存在
insolvency	 n. 破产，无力偿还；倒闭
availability	 n. 可用性；有效性；实用性
invite	 v. 邀请，招待；招致 n. 邀请
boycott	 v. 联合抵制；拒绝参加 n. 联合抵制
hypochondriac	 n. 疑病患者
beginning	 n. 开始；起点 v. 开始；创建（begin的ing形式）
pressure	 n. 压力；压迫，[物] 压强 v. 迫使；密封；使……增压
abnormal	 adj. 反常的，不规则的；变态的
palpable	 adj. 明显的；可感知的；易觉察的
sweeping	 n. 扫除；垃圾 adj. 彻底的；广泛的；扫荡的 v. 打扫；扫除（sweep的现在分词形式）
leadership	 n. 领导能力；领导阶层
coin	 v. 铸造（货币）；杜撰，创造 n. 硬币，钱币
demanding	 adj. 苛求的；要求高的；吃力的 v. 要求；查问（demand的ing形式）
potential	 n. 潜能；可能性；[电] 电势 adj. 潜在的；可能的；势的
merger	 n. （企业等的）合并；并购；吸收（如刑法中重罪吸收轻罪）
entrepreneurship	 n. 企业家精神
arbitrage	 n. 套汇，套利；仲裁
sourcing	 n. [电子] 纯源化 v. 发起；向…提供消息（source的ing形式）
instead	 adv. 代替；反而；相反
storage	 n. 存储；仓库；贮藏所
auction	 v. 拍卖；竞卖 n. 拍卖
reliable	 adj. 可靠的；可信赖的 n. 可靠的人
merchandise	 n. 商品；货物 v. 买卖；推销
store	 n. 商店；储备，贮藏；仓库 v. 贮藏，储存
